year,state,county,gdp_chained_million$
2001,Alabama,Autauga,954.59
2001,Alabama,Baldwin,3929.75
2001,Alabama,Barbour,813.28
2001,Alabama,Bibb,292.69
2001,Alabama,Blount,810.38
2001,Alabama,Bullock,239.59
2001,Alabama,Butler,449.01
2001,Alabama,Calhoun,3437.33
2001,Alabama,Chambers,846.57
2001,Alabama,Cherokee,391.61
2001,Alabama,Chilton,624.52
2001,Alabama,Choctaw,628.89
2001,Alabama,Clarke,675.41
2001,Alabama,Clay,320.08
2001,Alabama,Cleburne,271.46
2001,Alabama,Coffee,1011.11
2001,Alabama,Colbert,1902.91
2001,Alabama,Conecuh,298.83
2001,Alabama,Coosa,159.4
2001,Alabama,Covington,962.37
2001,Alabama,Crenshaw,266.55
2001,Alabama,Cullman,2010.22
2001,Alabama,Dale,1943.79
2001,Alabama,Dallas,1282.04
2001,Alabama,DeKalb,1659.63
2001,Alabama,Elmore,1056.05
2001,Alabama,Escambia,1176.28
2001,Alabama,Etowah,2604.26
2001,Alabama,Fayette,391.77
2001,Alabama,Franklin,786.45
2001,Alabama,Geneva,472.0
2001,Alabama,Greene,305.88
2001,Alabama,Hale,275.08
2001,Alabama,Henry,329.02
2001,Alabama,Houston,3768.54
2001,Alabama,Jackson,1544.49
2001,Alabama,Jefferson,37689.26
2001,Alabama,Lamar,359.62
2001,Alabama,Lauderdale,2196.45
2001,Alabama,Lawrence,672.42
2001,Alabama,Lee,3006.11
2001,Alabama,Limestone,2234.84
2001,Alabama,Lowndes,393.11
2001,Alabama,Macon,452.23
2001,Alabama,Madison,12886.12
2001,Alabama,Marengo,621.35
2001,Alabama,Marion,735.32
2001,Alabama,Marshall,2502.92
2001,Alabama,Mobile,14621.99
2001,Alabama,Monroe,801.35
2001,Alabama,Montgomery,11114.44
2001,Alabama,Morgan,4150.6
2001,Alabama,Perry,190.11
2001,Alabama,Pickens,353.87
2001,Alabama,Pike,820.5
2001,Alabama,Randolph,394.97
2001,Alabama,Russell,1131.58
2001,Alabama,St. Clair,1231.42
2001,Alabama,Shelby,5296.42
2001,Alabama,Sumter,315.29
2001,Alabama,Talladega,1922.4
2001,Alabama,Tallapoosa,923.33
2001,Alabama,Tuscaloosa,7328.23
2001,Alabama,Walker,1685.89
2001,Alabama,Washington,782.07
2001,Alabama,Wilcox,372.25
2001,Alabama,Winston,633.16
2001,Alaska,Aleutians East,189.6
2001,Alaska,Aleutians West,323.52
2001,Alaska,Anchorage,16361.47
2001,Alaska,Bethel,506.6
2001,Alaska,Bristol Bay,84.04
2001,Alaska,Denali,174.44
2001,Alaska,Dillingham,215.34
2001,Alaska,Fairbanks North Star,5882.76
2001,Alaska,Haines,72.85
2001,Alaska,Juneau,1916.5
2001,Alaska,Kenai Peninsula,2485.24
2001,Alaska,Ketchikan Gateway,696.17
2001,Alaska,Kodiak Island,623.21
2001,Alaska,Kusilvak,106.67
2001,Alaska,Lake and Peninsula,69.24
2001,Alaska,Matanuska-Susitna,1275.69
2001,Alaska,Nome,324.31
2001,Alaska,North Slope,7203.57
2001,Alaska,Northwest Arctic,658.75
2001,Alaska,Sitka,392.37
2001,Alaska,Southeast Fairbanks,419.6
2001,Alaska,Valdez-Cordova,582.78
2001,Alaska,Yakutat,29.04
2001,Alaska,Yukon-Koyukuk,451.74
2001,Arizona,Apache,2157.91
2001,Arizona,Cochise,3368.71
2001,Arizona,Coconino,4900.48
2001,Arizona,Gila,1424.91
2001,Arizona,Graham,539.84
2001,Arizona,Greenlee,1147.23
2001,Arizona,La Paz,463.47
2001,Arizona,Maricopa,145484.0
2001,Arizona,Mohave,3777.79
2001,Arizona,Navajo,2828.46
2001,Arizona,Pima,31824.59
2001,Arizona,Pinal,4136.32
2001,Arizona,Santa Cruz,1264.56
2001,Arizona,Yavapai,4414.23
2001,Arizona,Yuma,4807.28
2001,Arkansas,Arkansas,727.63
2001,Arkansas,Ashley,781.08
2001,Arkansas,Baxter,964.52
2001,Arkansas,Benton,6663.86
2001,Arkansas,Boone,1031.48
2001,Arkansas,Bradley,261.1
2001,Arkansas,Calhoun,320.92
2001,Arkansas,Carroll,657.43
2001,Arkansas,Chicot,300.6
2001,Arkansas,Clark,693.58
2001,Arkansas,Clay,368.67
2001,Arkansas,Cleburne,454.68
2001,Arkansas,Cleveland,111.17
2001,Arkansas,Columbia,687.09
2001,Arkansas,Conway,473.32
2001,Arkansas,Craighead,2814.41
2001,Arkansas,Crawford,1248.3
2001,Arkansas,Crittenden,1508.94
2001,Arkansas,Cross,426.64
2001,Arkansas,Dallas,186.72
2001,Arkansas,Desha,454.73
2001,Arkansas,Drew,461.36
2001,Arkansas,Faulkner,2161.25
2001,Arkansas,Franklin,407.5
2001,Arkansas,Fulton,144.26
2001,Arkansas,Garland,2501.17
2001,Arkansas,Grant,266.7
2001,Arkansas,Greene,949.42
2001,Arkansas,Hempstead,658.86
2001,Arkansas,Hot Spring,639.81
2001,Arkansas,Howard,554.3
2001,Arkansas,Independence,1625.63
2001,Arkansas,Izard,243.43
2001,Arkansas,Jackson,459.87
2001,Arkansas,Jefferson,3235.3
2001,Arkansas,Johnson,547.03
2001,Arkansas,Lafayette,206.19
2001,Arkansas,Lawrence,379.73
2001,Arkansas,Lee,242.28
2001,Arkansas,Lincoln,247.61
2001,Arkansas,Little River,409.0
2001,Arkansas,Logan,452.52
2001,Arkansas,Lonoke,890.19
2001,Arkansas,Madison,254.27
2001,Arkansas,Marion,232.41
2001,Arkansas,Miller,1199.31
2001,Arkansas,Mississippi,2010.22
2001,Arkansas,Monroe,210.89
2001,Arkansas,Montgomery,148.46
2001,Arkansas,Nevada,196.37
2001,Arkansas,Newton,93.95
2001,Arkansas,Ouachita,551.01
2001,Arkansas,Perry,120.66
2001,Arkansas,Phillips,562.87
2001,Arkansas,Pike,250.52
2001,Arkansas,Poinsett,549.1
2001,Arkansas,Polk,446.96
2001,Arkansas,Pope,2273.25
2001,Arkansas,Prairie,177.16
2001,Arkansas,Pulaski,21629.34
2001,Arkansas,Randolph,339.61
2001,Arkansas,St. Francis,689.94
2001,Arkansas,Saline,1405.93
2001,Arkansas,Scott,244.75
2001,Arkansas,Searcy,124.36
2001,Arkansas,Sebastian,5484.49
2001,Arkansas,Sevier,455.06
2001,Arkansas,Sharp,270.14
2001,Arkansas,Stone,203.11
2001,Arkansas,Union,2191.87
2001,Arkansas,Van Buren,252.48
2001,Arkansas,Washington,6399.37
2001,Arkansas,White,1605.45
2001,Arkansas,Woodruff,225.14
2001,Arkansas,Yell,492.96
2001,California,Alameda,80875.09
2001,California,Alpine,177.68
2001,California,Amador,1342.84
2001,California,Butte,6521.5
2001,California,Calaveras,1058.27
2001,California,Colusa,967.54
2001,California,Contra Costa,67545.73
2001,California,Del Norte,708.45
2001,California,El Dorado,5105.27
2001,California,Fresno,28226.12
2001,California,Glenn,948.24
2001,California,Humboldt,4365.13
2001,California,Imperial,5055.8
2001,California,Inyo,979.92
2001,California,Kern,27590.94
2001,California,Kings,4366.0
2001,California,Lake,1514.18
2001,California,Lassen,965.27
2001,California,Los Angeles,476894.0
2001,California,Madera,3243.48
2001,California,Marin,16442.46
2001,California,Mariposa,579.47
2001,California,Mendocino,3036.64
2001,California,Merced,5912.18
2001,California,Modoc,358.21
2001,California,Mono,829.45
2001,California,Monterey,20838.57
2001,California,Napa,7235.71
2001,California,Nevada,3153.5
2001,California,Orange,164133.0
2001,California,Placer,11966.86
2001,California,Plumas,879.68
2001,California,Riverside,46656.43
2001,California,Sacramento,61044.76
2001,California,San Benito,1611.77
2001,California,San Bernardino,53931.47
2001,California,San Diego,143669.0
2001,California,San Francisco,91647.13
2001,California,San Joaquin,20555.38
2001,California,San Luis Obispo,10845.07
2001,California,San Mateo,53159.7
2001,California,Santa Barbara,17970.39
2001,California,Santa Clara,116251.0
2001,California,Santa Cruz,10889.65
2001,California,Shasta,6068.05
2001,California,Sierra,205.0
2001,California,Siskiyou,1421.08
2001,California,Solano,14661.17
2001,California,Sonoma,20599.2
2001,California,Stanislaus,15649.4
2001,California,Sutter,2509.6
2001,California,Tehama,1467.61
2001,California,Trinity,403.63
2001,California,Tulare,11328.61
2001,California,Tuolumne,1823.07
2001,California,Ventura,36062.7
2001,California,Yolo,9286.97
2001,California,Yuba,2153.73
2001,Colorado,Adams,14209.2
2001,Colorado,Alamosa,543.6
2001,Colorado,Arapahoe,35243.77
2001,Colorado,Archuleta,382.43
2001,Colorado,Baca,186.17
2001,Colorado,Bent,166.72
2001,Colorado,Boulder,17964.93
2001,Colorado,Chaffee,489.68
2001,Colorado,Cheyenne,197.7
2001,Colorado,Clear Creek,430.97
2001,Colorado,Conejos,141.73
2001,Colorado,Costilla,89.54
2001,Colorado,Crowley,173.96
2001,Colorado,Custer,105.74
2001,Colorado,Delta,809.06
2001,Colorado,Denver,56333.97
2001,Colorado,Dolores,36.67
2001,Colorado,Douglas,6143.55
2001,Colorado,Eagle,3128.55
2001,Colorado,Elbert,364.97
2001,Colorado,El Paso,23513.72
2001,Colorado,Fremont,1212.02
2001,Colorado,Garfield,2127.58
2001,Colorado,Gilpin,562.21
2001,Colorado,Grand,633.06
2001,Colorado,Gunnison,1008.86
2001,Colorado,Hinsdale,35.78
2001,Colorado,Huerfano,244.57
2001,Colorado,Jackson,51.72
2001,Colorado,Jefferson,23465.3
2001,Colorado,Kiowa,104.9
2001,Colorado,Kit Carson,330.72
2001,Colorado,Lake,172.41
2001,Colorado,La Plata,2691.59
2001,Colorado,Larimer,10335.15
2001,Colorado,Las Animas,506.58
2001,Colorado,Lincoln,171.62
2001,Colorado,Logan,874.05
2001,Idaho,Owyhee,284.21
2001,Idaho,Payette,444.09
2001,Idaho,Power,539.4
2001,Idaho,Shoshone,402.91
2001,Idaho,Teton,143.25
2001,Idaho,Twin Falls,2218.01
2001,Idaho,Valley,275.6
2001,Idaho,Washington,296.31
2001,Illinois,Adams,2546.98
2001,Illinois,Alexander,199.93
2001,Illinois,Bond,428.29
2001,Illinois,Boone,1212.9
2001,Illinois,Brown,253.62
2001,Illinois,Bureau,1162.69
2001,Illinois,Calhoun,104.56
2001,Illinois,Carroll,470.44
2001,Illinois,Cass,528.3
2001,Illinois,Champaign,8267.12
2001,Illinois,Christian,1246.74
2001,Illinois,Clark,340.8
2001,Illinois,Clay,432.47
2001,Illinois,Clinton,951.38
2001,Illinois,Coles,2022.88
2001,Illinois,Cook,324513.0
2001,Illinois,Crawford,2150.21
2001,Illinois,Cumberland,238.47
2001,Illinois,DeKalb,2833.42
2001,Illinois,De Witt,889.54
2001,Illinois,Douglas,790.9
2001,Illinois,DuPage,66168.66
2001,Illinois,Edgar,670.59
2001,Illinois,Edwards,210.66
2001,Illinois,Effingham,1485.28
2001,Illinois,Fayette,517.16
2001,Illinois,Ford,460.45
2001,Illinois,Franklin,887.97
2001,Illinois,Fulton,787.79
2001,Illinois,Gallatin,242.44
2001,Illinois,Greene,315.09
2001,Illinois,Grundy,2564.05
2001,Illinois,Hamilton,160.13
2001,Illinois,Hancock,484.32
2001,Illinois,Hardin,118.26
2001,Illinois,Henderson,148.6
2001,Illinois,Henry,1159.93
2001,Illinois,Iroquois,789.75
2001,Illinois,Jackson,2271.33
2001,Illinois,Jasper,529.84
2001,Illinois,Jefferson,1567.38
2001,Illinois,Jersey,411.29
2001,Illinois,Jo Daviess,681.74
2001,Illinois,Johnson,216.32
2001,Illinois,Kane,17747.97
2001,Illinois,Kankakee,3545.4
2001,Illinois,Kendall,1660.66
2001,Illinois,Knox,1880.58
2001,Illinois,Lake,41573.7
2001,Illinois,LaSalle,4757.38
2001,Illinois,Lawrence,392.8
2001,Illinois,Lee,1136.05
2001,Illinois,Livingston,1419.57
2001,Illinois,Logan,785.76
2001,Illinois,McDonough,1064.78
2001,Illinois,McHenry,8496.49
2001,Illinois,McLean,8740.72
2001,Illinois,Macon,5566.66
2001,Illinois,Macoupin,1180.75
2001,Illinois,Madison,11155.64
2001,Illinois,Marion,1235.81
2001,Illinois,Marshall,354.78
2001,Illinois,Mason,464.95
2001,Illinois,Massac,896.45
2001,Illinois,Menard,242.62
2001,Illinois,Mercer,309.24
2001,Illinois,Monroe,602.86
2001,Illinois,Montgomery,1098.48
2001,Illinois,Morgan,1323.48
2001,Illinois,Moultrie,443.32
2001,Illinois,Ogle,2357.85
2001,Illinois,Peoria,9068.42
2001,Illinois,Perry,512.82
2001,Illinois,Piatt,396.96
2001,Illinois,Pike,419.78
2001,Illinois,Pope,77.16
2001,Illinois,Pulaski,174.83
2001,Illinois,Putnam,268.17
2001,Illinois,Randolph,1620.15
2001,Illinois,Richland,528.55
2001,Illinois,Rock Island,8419.79
2001,Illinois,St. Clair,8631.84
2001,Illinois,Saline,1168.84
2001,Illinois,Sangamon,9669.82
2001,Illinois,Schuyler,211.62
2001,Illinois,Scott,153.78
2001,Illinois,Shelby,515.58
2001,Illinois,Stark,168.64
2001,Illinois,Stephenson,1674.51
2001,Illinois,Tazewell,6065.86
2001,Illinois,Union,431.68
2001,Illinois,Vermilion,2804.35
2001,Illinois,Wabash,411.32
2001,Illinois,Warren,535.33
2001,Illinois,Washington,465.12
2001,Illinois,Wayne,322.89
2001,Illinois,White,504.01
2001,Illinois,Whiteside,1666.29
2001,Illinois,Will,17731.1
2001,Illinois,Williamson,1978.59
2001,Illinois,Winnebago,11784.03
2001,Illinois,Woodford,855.42
2001,Indiana,Adams,1122.77
2001,Indiana,Allen,14612.67
2001,Indiana,Bartholomew,3515.08
2001,Indiana,Benton,246.35
2001,Indiana,Blackford,327.76
2001,Indiana,Boone,1312.84
2001,Indiana,Brown,242.52
2001,Indiana,Carroll,534.86
2001,Indiana,Cass,1218.35
2001,Indiana,Clark,3494.36
2001,Indiana,Clay,526.61
2001,Indiana,Clinton,1189.47
2001,Indiana,Crawford,169.75
2001,Indiana,Daviess,926.2
2001,Indiana,Dearborn,1583.54
2001,Indiana,Decatur,981.2
2001,Indiana,DeKalb,1867.6
2001,Indiana,Delaware,3913.74
2001,Indiana,Dubois,2049.36
2001,Indiana,Elkhart,7863.22
2001,Indiana,Fayette,752.04
2001,Indiana,Floyd,2082.31
2001,Indiana,Fountain,403.96
2001,Indiana,Franklin,456.0
2001,Indiana,Fulton,551.31
2001,Indiana,Gibson,1682.28
2001,Indiana,Grant,2050.56
2001,Indiana,Greene,625.33
2001,Indiana,Hamilton,8879.92
2001,Indiana,Hancock,1464.25
2001,Indiana,Harrison,942.84
2001,Indiana,Hendricks,2806.45
2001,Indiana,Henry,1131.3
2001,Indiana,Howard,3306.44
2001,Indiana,Huntington,1029.66
2001,Indiana,Jackson,1438.0
2001,Indiana,Jasper,1210.34
2001,Indiana,Jay,586.61
2001,Indiana,Jefferson,1107.72
2001,Indiana,Jennings,613.82
2001,Indiana,Johnson,2912.13
2001,Indiana,Knox,1418.91
2001,Indiana,Kosciusko,3783.68
2001,Indiana,LaGrange,904.68
2001,Indiana,Lake,20466.31
2001,Indiana,LaPorte,3855.48
2001,Indiana,Lawrence,1208.58
2001,Indiana,Madison,3667.94
2001,Indiana,Marion,70800.61
2001,Indiana,Marshall,1379.08
2001,Indiana,Martin,701.37
2001,Indiana,Miami,868.8
2001,Indiana,Monroe,4613.71
2001,Indiana,Montgomery,1388.19
2001,Indiana,Morgan,1154.51
2001,Indiana,Newton,318.97
2001,Indiana,Noble,1345.86
2001,Indiana,Ohio,294.88
2001,Indiana,Orange,463.77
2001,Indiana,Owen,364.26
2001,Indiana,Parke,287.8
2001,Indiana,Perry,468.92
2001,Indiana,Pike,780.98
2001,Indiana,Porter,4836.01
2001,Indiana,Posey,2108.89
2001,Indiana,Pulaski,396.72
2001,Indiana,Putnam,865.27
2001,Indiana,Randolph,634.07
2001,Indiana,Ripley,1185.96
2001,Indiana,Rush,506.09
2001,Indiana,St. Joseph,10676.55
2001,Indiana,Scott,544.69
2001,Indiana,Shelby,1439.02
2001,Indiana,Spencer,1074.47
2001,Indiana,Starke,362.81
2001,Indiana,Steuben,1065.16
2001,Indiana,Sullivan,665.36
2001,Indiana,Switzerland,236.4
2001,Indiana,Tippecanoe,6123.79
2001,Indiana,Tipton,396.75
2001,Indiana,Union,141.28
2001,Indiana,Vanderburgh,9183.66
2001,Indiana,Vermillion,713.14
2001,Indiana,Vigo,4066.37
2001,Indiana,Wabash,952.22
2001,Indiana,Warren,177.67
2001,Indiana,Warrick,1346.24
2001,Indiana,Washington,520.01
2001,Indiana,Wayne,2607.32
2001,Indiana,Wells,814.56
2001,Indiana,White,712.39
2001,Indiana,Whitley,776.58
2001,Iowa,Adair,253.47
2001,Iowa,Adams,143.31
2001,Iowa,Allamakee,476.5
2001,Iowa,Appanoose,318.39
2001,Iowa,Audubon,175.72
2001,Iowa,Benton,540.59
2001,Iowa,Black Hawk,5300.11
2001,Iowa,Boone,758.7
2001,Iowa,Bremer,754.51
2001,Iowa,Buchanan,526.52
2001,Iowa,Buena Vista,834.42
2001,Iowa,Butler,328.46
2001,Iowa,Calhoun,281.22
2001,Iowa,Carroll,852.22
2001,Iowa,Cass,417.36
2001,Iowa,Cedar,423.38
2001,Iowa,Cerro Gordo,1871.45
2001,Iowa,Cherokee,470.59
2001,Iowa,Chickasaw,365.25
2001,Iowa,Clarke,297.71
2001,Iowa,Clay,691.63
2001,Iowa,Clayton,515.04
2001,Iowa,Clinton,2264.35
2001,Iowa,Crawford,576.69
2001,Iowa,Dallas,1081.3
2001,Iowa,Davis,172.4
2001,Iowa,Decatur,150.64
2001,Iowa,Delaware,492.86
2001,Iowa,Des Moines,1785.99
2001,Iowa,Dickinson,664.17
2001,Iowa,Dubuque,3593.4
2001,Iowa,Emmet,339.6
2001,Iowa,Fayette,533.71
2001,Iowa,Floyd,656.0
2001,Iowa,Franklin,345.3
2001,Iowa,Fremont,255.12
2001,Iowa,Greene,271.01
2001,Iowa,Grundy,396.06
2001,Iowa,Guthrie,255.0
2001,Iowa,Hamilton,650.93
2001,Iowa,Hancock,472.21
2001,Iowa,Hardin,778.72
2001,Iowa,Harrison,327.99
2001,Iowa,Henry,746.86
2001,Iowa,Howard,280.27
2001,Iowa,Humboldt,333.17
2001,Iowa,Ida,308.98
2001,Iowa,Iowa,736.63
2001,Iowa,Jackson,410.0
2001,Iowa,Jasper,1339.7
2001,Iowa,Jefferson,639.68
2001,Iowa,Johnson,5862.39
2001,Iowa,Jones,483.26
2001,Iowa,Keokuk,243.02
2001,Iowa,Kossuth,545.33
2001,Iowa,Lee,1610.84
2001,Iowa,Linn,9544.33
2001,Iowa,Louisa,534.63
2001,Iowa,Lucas,218.68
2001,Iowa,Lyon,404.42
2001,Iowa,Madison,283.04
2001,Iowa,Mahaska,585.21
2001,Iowa,Marion,1282.72
2001,Iowa,Marshall,1635.17
2001,Iowa,Mills,331.04
2001,Iowa,Mitchell,336.44
2001,Iowa,Monona,262.78
2001,Iowa,Monroe,287.99
2001,Iowa,Montgomery,367.29
2001,Iowa,Muscatine,2299.06
2001,Maine,Kennebec,4587.49
2001,Maine,Knox,1542.56
2001,Maine,Lincoln,932.33
2001,Maine,Oxford,1525.91
2001,Maine,Penobscot,5611.65
2001,Maine,Piscataquis,418.75
2001,Maine,Sagadahoc,1261.11
2001,Maine,Somerset,1478.73
2001,Maine,Waldo,863.3
2001,Maine,Washington,993.0
2001,Maine,York,5779.1
2001,Maryland,Allegany,2674.9
2001,Maryland,Anne Arundel,25628.74
2001,Maryland,Baltimore,38850.29
2001,Maryland,Calvert,2386.95
2001,Maryland,Caroline,730.31
2001,Maryland,Carroll,3970.01
2001,Maryland,Cecil,2337.14
2001,Maryland,Charles,3762.79
2001,Maryland,Dorchester,1133.31
2001,Maryland,Frederick,7953.44
2001,Maryland,Garrett,924.44
2001,Maryland,Harford,7204.44
2001,Maryland,Howard,14737.7
2001,Maryland,Kent,758.7
2001,Maryland,Montgomery,58189.52
2001,Maryland,Prince George's,32181.54
2001,Maryland,Queen Anne's,1163.88
2001,Maryland,St. Mary's,3951.04
2001,Maryland,Somerset,648.17
2001,Maryland,Talbot,1604.91
2001,Maryland,Washington,5101.18
2001,Maryland,Wicomico,3233.93
2001,Maryland,Worcester,2102.17
2001,Maryland,Baltimore,39828.08
2001,Massachusetts,Barnstable,10545.97
2001,Massachusetts,Berkshire,5600.63
2001,Massachusetts,Bristol,19565.66
2001,Massachusetts,Dukes,1245.69
2001,Massachusetts,Essex,30801.72
2001,Massachusetts,Franklin,2505.95
2001,Massachusetts,Hampden,18377.84
2001,Massachusetts,Hampshire,5241.21
2001,Massachusetts,Middlesex,93947.76
2001,Massachusetts,Nantucket,1249.11
2001,Massachusetts,Norfolk,37658.62
2001,Massachusetts,Plymouth,17296.59
2001,Massachusetts,Suffolk,89239.44
2001,Massachusetts,Worcester,30306.95
2001,Michigan,Alcona,202.6
2001,Michigan,Alger,290.5
2001,Michigan,Allegan,3481.98
2001,Michigan,Alpena,991.93
2001,Michigan,Antrim,534.07
2001,Michigan,Arenac,368.82
2001,Michigan,Baraga,254.84
2001,Michigan,Barry,1120.42
2001,Michigan,Bay,3505.16
2001,Michigan,Benzie,450.66
2001,Michigan,Berrien,6197.44
2001,Michigan,Branch,1221.77
2001,Michigan,Calhoun,5655.49
2001,Michigan,Cass,971.35
2001,Michigan,Charlevoix,918.15
2001,Michigan,Cheboygan,615.16
2001,Michigan,Chippewa,1098.35
2001,Michigan,Clare,611.78
2001,Michigan,Clinton,1334.64
2001,Michigan,Crawford,367.07
2001,Michigan,Delta,1186.22
2001,Michigan,Dickinson,1076.64
2001,Michigan,Eaton,3028.88
2001,Michigan,Emmet,1328.14
2001,Michigan,Genesee,13927.61
2001,Michigan,Gladwin,439.94
2001,Michigan,Gogebic,438.46
2001,Michigan,Grand Traverse,3597.12
2001,Michigan,Gratiot,1045.1
2001,Michigan,Hillsdale,1229.06
2001,Michigan,Houghton,970.83
2001,Michigan,Huron,999.34
2001,Michigan,Ingham,15408.12
2001,Michigan,Ionia,1324.19
2001,Michigan,Iosco,634.91
2001,Michigan,Iron,313.74
2001,Michigan,Isabella,1900.0
2001,Michigan,Jackson,4896.34
2001,Michigan,Kalamazoo,10778.3
2001,Michigan,Kalkaska,399.45
2001,Michigan,Kent,29418.9
2001,Michigan,Keweenaw,67.84
2001,Michigan,Lake,204.12
2001,Michigan,Lapeer,1872.1
2001,Michigan,Leelanau,603.77
2001,Michigan,Lenawee,2702.67
2001,Michigan,Livingston,5205.97
2001,Michigan,Luce,199.74
2001,Michigan,Mackinac,417.77
2001,Michigan,Macomb,30465.57
2001,Michigan,Manistee,731.26
2001,Michigan,Marquette,2548.25
2001,Michigan,Mason,838.87
2001,Michigan,Mecosta,913.0
2001,Michigan,Menominee,663.9
2001,Michigan,Midland,4562.28
2001,Michigan,Missaukee,251.8
2001,Michigan,Monroe,5286.38
2001,Michigan,Montcalm,1589.84
2001,Michigan,Montmorency,238.82
2001,Michigan,Muskegon,5299.9
2001,Michigan,Newaygo,1002.21
2001,Michigan,Oakland,89591.33
2001,Michigan,Oceana,603.96
2001,Michigan,Ogemaw,495.52
2001,Michigan,Ontonagon,202.58
2001,Michigan,Osceola,675.17
2001,Michigan,Oscoda,203.42
2001,Michigan,Otsego,1248.68
2001,Michigan,Ottawa,10532.87
2001,Michigan,Presque Isle,353.65
2001,Michigan,Roscommon,547.39
2001,Michigan,Saginaw,7702.32
2001,Michigan,St. Clair,4748.75
2001,Michigan,St. Joseph,1807.21
2001,Michigan,Sanilac,981.13
2001,Michigan,Schoolcraft,271.75
2001,Michigan,Shiawassee,1457.04
2001,Michigan,Tuscola,1232.49
2001,Michigan,Van Buren,1903.78
2001,Michigan,Washtenaw,19122.55
2001,Michigan,Wayne,88670.6
2001,Michigan,Wexford,1100.94
2001,Minnesota,Aitkin,356.12
2001,Minnesota,Anoka,8939.29
2001,Minnesota,Becker,919.69
2001,Minnesota,Beltrami,1193.05
2001,Minnesota,Benton,1238.47
2001,Minnesota,Big Stone,154.52
2001,Minnesota,Blue Earth,2620.72
2001,Minnesota,Brown,1145.63
2001,Minnesota,Carlton,1046.28
2001,Minnesota,Carver,2657.63
2001,Minnesota,Cass,728.34
2001,Minnesota,Chippewa,477.88
2001,Minnesota,Chisago,1114.32
2001,Minnesota,Clay,1386.84
2001,Minnesota,Clearwater,204.48
2001,Minnesota,Cook,220.5
2001,Minnesota,Cottonwood,440.51
2001,Minnesota,Crow Wing,2145.23
2001,Minnesota,Dakota,16018.14
2001,Minnesota,Dodge,458.34
2001,Minnesota,Douglas,1230.1
2001,Minnesota,Faribault,487.49
2001,Minnesota,Fillmore,559.35
2001,Minnesota,Freeborn,970.17
2001,Minnesota,Goodhue,2214.76
2001,Minnesota,Grant,212.15
2001,Minnesota,Hennepin,94361.67
2001,Minnesota,Houston,413.03
2001,Minnesota,Hubbard,524.14
2001,Minnesota,Isanti,756.57
2001,Minnesota,Itasca,1707.0
2001,Minnesota,Jackson,365.95
2001,Minnesota,Kanabec,354.15
2001,Minnesota,Kandiyohi,1538.19
2001,Minnesota,Kittson,159.03
2001,Minnesota,Koochiching,519.52
2001,Minnesota,Lac qui Parle,253.89
2001,Minnesota,Lake,473.81
2001,Minnesota,Lake of the Woods,124.94
2001,Minnesota,Le Sueur,730.39
2001,Minnesota,Lincoln,197.56
2001,Minnesota,Lyon,1304.37
2001,Minnesota,McLeod,1187.94
2001,Minnesota,Mahnomen,158.94
2001,Minnesota,Marshall,233.38
2001,Minnesota,Martin,812.79
2001,Minnesota,Meeker,525.3
2001,Minnesota,Mille Lacs,675.36
2001,Minnesota,Morrison,972.38
2001,Minnesota,Mower,1332.61
2001,Minnesota,Murray,316.7
2001,Minnesota,Nicollet,1039.54
2001,Minnesota,Nobles,863.9
2001,Minnesota,Norman,263.44
2001,Minnesota,Olmsted,6242.44
2001,Minnesota,Otter Tail,1760.32
2001,Minnesota,Pennington,685.45
2001,Minnesota,Pine,598.73
2001,Minnesota,Pipestone,439.68
2001,Minnesota,Polk,896.01
2001,Minnesota,Pope,297.24
2001,Minnesota,Ramsey,31097.35
2001,Minnesota,Red Lake,116.58
2001,Minnesota,Redwood,623.88
2001,Minnesota,Renville,567.16
2001,Minnesota,Rice,1897.85
2001,Minnesota,Rock,378.75
2001,Minnesota,Roseau,721.55
2001,Minnesota,St. Louis,8070.48
2001,Minnesota,Scott,3748.31
2001,Minnesota,Sherburne,2523.23
2001,Minnesota,Sibley,363.7
2001,Minnesota,Stearns,5981.86
2001,Minnesota,Steele,1550.63
2001,Minnesota,Stevens,498.97
2001,Minnesota,Swift,357.33
2001,Minnesota,Todd,498.54
2001,Minnesota,Traverse,132.42
2001,Minnesota,Wabasha,560.79
2001,Minnesota,Wadena,448.36
2001,Minnesota,Waseca,581.17
2001,Minnesota,Washington,7499.52
2001,Minnesota,Watonwan,440.24
2001,Minnesota,Wilkin,270.47
2001,Minnesota,Winona,1675.05
2001,Minnesota,Wright,2696.58
2001,Minnesota,Yellow Medicine,420.4
2001,Mississippi,Adams,985.75
2001,Mississippi,Alcorn,908.1
2001,Mississippi,Amite,190.27
2001,Mississippi,Attala,426.67
2001,Mississippi,Benton,96.35
2001,Mississippi,Bolivar,1046.93
2001,Mississippi,Calhoun,279.35
2001,Mississippi,Carroll,123.62
2001,Mississippi,Chickasaw,446.29
2001,Mississippi,Choctaw,189.2
2001,Mississippi,Claiborne,633.52
2001,Mississippi,Clarke,287.32
2001,Mississippi,Clay,655.4
2001,Mississippi,Coahoma,791.77
2001,Mississippi,Copiah,536.31
2001,Mississippi,Covington,443.48
2001,Mississippi,DeSoto,2900.88
2001,Mississippi,Forrest,2691.16
2001,Mississippi,Franklin,125.72
2001,Mississippi,George,268.22
2001,Mississippi,Greene,141.09
2001,Mississippi,Grenada,720.21
2001,Mississippi,Hancock,1230.44
